catalog_order,id,name_en,name_ro,name_th,record_type,primary_category,all_categories,disciplines,hyrox_station_order,hyrox_station_name,equipment,muscles,movement_pattern,entity_type,prescription_mode,default_sets,default_reps_or_duration,unit,default_rest_seconds,per_side,loadable,increment_kg,can_fail_safely,needs_spotter,needs_safeties,contraindications,technical_complexity,coached_only,tempo_applies,tempo_class,review_status,evidence_source_ids,owner_csv_exact_match,owner_csv_disposition,owner_csv_source_name,english_aliases,notes
348,kettlebell_chest_supported_row,Kettlebell Chest-Supported Row,Kettlebell Chest-Supported Row,Kettlebell Chest-Supported Row,movement,weights,strength; weights,strength,,,Kettlebell,lats; upperBack; biceps; rearDelts,horizontal_pull,resistance_dynamic,tempo_reps,4,9,reps,60,false,true,2,true,false,false,,2,false,true,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026; ace_kettlebell_study,yes,enriched_from_review_queue,Kettlebell Chest-Supported Row,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026, ace_kettlebell_study."
349,kettlebell_floor_press,Kettlebell Floor Press,Kettlebell Floor Press,Kettlebell Floor Press,movement,weights,strength; weights,strength,,,Kettlebell,chest; triceps; frontDelts,horizontal_push,resistance_dynamic,tempo_reps,4,9,reps,60,false,true,2,true,false,false,shoulder_press; wrist,2,false,true,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026; ace_kettlebell_study,yes,enriched_from_review_queue,Kettlebell Floor Press,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026, ace_kettlebell_study."
350,kettlebell_alternating_floor_press,Kettlebell Alternating Floor Press,Kettlebell Alternating Floor Press,Kettlebell Alternating Floor Press,movement,weights,strength; weights,strength,,,Kettlebell,chest; triceps; frontDelts,horizontal_push,resistance_dynamic,tempo_reps,4,9,reps,60,true,true,2,true,false,false,shoulder_press; wrist,2,false,true,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026; ace_kettlebell_study,yes,enriched_from_review_queue,Kettlebell Alternating Floor Press,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026, ace_kettlebell_study."
351,kettlebell_bench_press,Kettlebell Bench Press,Kettlebell Bench Press,Kettlebell Bench Press,movement,weights,strength; weights,strength,,,Kettlebell,chest; triceps; frontDelts,horizontal_push,resistance_dynamic,tempo_reps,4,9,reps,60,false,true,2,true,false,false,shoulder_press; wrist,2,false,true,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026; ace_kettlebell_study,yes,enriched_from_review_queue,Kettlebell Bench Press,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026, ace_kettlebell_study."
352,kettlebell_incline_bench_press,Kettlebell Incline Bench Press,Kettlebell Incline Bench Press,Kettlebell Incline Bench Press,movement,weights,strength; weights,strength,,,Kettlebell,chest; triceps; frontDelts,horizontal_push,resistance_dynamic,tempo_reps,4,9,reps,60,false,true,2,true,false,false,shoulder_press; wrist,2,false,true,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026; ace_kettlebell_study,yes,enriched_from_review_queue,Kettlebell Incline Bench Press,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026, ace_kettlebell_study."
353,kettlebell_see_saw_press,Kettlebell See-Saw Press,Kettlebell See-Saw Press,Kettlebell See-Saw Press,movement,weights,crossfit; strength; hiit; weights,strength; crossfit,,,Kettlebell,frontDelts; triceps; sideDelts; chest,vertical_push,resistance_dynamic,tempo_reps,4,9,reps,60,false,true,2,true,false,false,shoulder_overhead; shoulder_press,2,false,true,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026; ace_kettlebell_study,yes,enriched_from_review_queue,Kettlebell See-Saw Press,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026, ace_kettlebell_study."
354,kettlebell_bottoms_up_press,Kettlebell Bottoms-Up Press,Kettlebell Bottoms-Up Press,Kettlebell Bottoms-Up Press,movement,weights,strength; weights,strength,,,Kettlebell,frontDelts; triceps; sideDelts; chest,vertical_push,resistance_dynamic,tempo_reps,4,9,reps,60,false,true,2,false,false,false,shoulder_overhead; shoulder_press,4,false,true,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026; ace_kettlebell_study,yes,enriched_from_review_queue,Kettlebell Bottoms-Up Press,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026, ace_kettlebell_study."
355,kettlebell_bottoms_up_clean,Kettlebell Bottoms-Up Clean,Kettlebell Bottoms-Up Clean,Kettlebell Bottoms-Up Clean,movement,weights,strength; weights,strength,,,Kettlebell,hamstrings; glutes; lowerBack; abs; obliques,hip_hinge,resistance_dynamic,quality_reps,4,5,reps,120,false,true,2,false,false,false,lumbar_flexion,4,false,false,hamstring_eccentric,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026; ace_kettlebell_study; ace_kettlebell_swing; ikmf_kettlebell_rules,yes,enriched_from_review_queue,Kettlebell Bottoms-Up Clean,,"Explosive quality repetitions: no artificial lifting cadence; stop when speed, catch or fixation changes. Evidence: acsm_resistance_2002, acsm_resistance_2026, ace_kettlebell_study, ace_kettlebell_swing, ikmf_kettlebell_rules."
356,kettlebell_bottoms_up_carry,Kettlebell Bottoms-Up Carry,Kettlebell Bottoms-Up Carry,Kettlebell Bottoms-Up Carry,movement,weights,strength; weights,strength,,,Kettlebell,forearms; abs; obliques; neckTraps; glutes,carry,resistance_isometric,carry,4,30,metres,90,false,true,2,false,false,false,,4,false,false,loaded_carry,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026; ace_kettlebell_study; nsca_loaded_carries,yes,enriched_from_review_queue,Kettlebell Bottoms-Up Carry,,"Walk upright without trunk lean; prescribe the measured distance or duration, never a stored pace. Evidence: acsm_resistance_2002, acsm_resistance_2026, ace_kettlebell_study, nsca_loaded_carries."
357,kettlebell_overhead_carry,Kettlebell Overhead Carry,Kettlebell Overhead Carry,Kettlebell Overhead Carry,movement,weights,strength; weights,strength,,,Kettlebell,forearms; abs; obliques; neckTraps; glutes,carry,resistance_isometric,carry,4,30,metres,90,false,true,2,true,false,false,shoulder_overhead; shoulder_press,2,false,false,loaded_carry,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026; ace_kettlebell_study; nsca_loaded_carries,yes,enriched_from_review_queue,Kettlebell Overhead Carry,,"Walk upright without trunk lean; prescribe the measured distance or duration, never a stored pace. Evidence: acsm_resistance_2002, acsm_resistance_2026, ace_kettlebell_study, nsca_loaded_carries."
358,double_overhead_kettlebell_carry,Double Overhead Kettlebell Carry,Double Overhead Kettlebell Carry,Double Overhead Kettlebell Carry,movement,weights,strength; weights,strength,,,Kettlebell,forearms; abs; obliques; neckTraps; glutes,carry,resistance_isometric,carry,4,30,metres,90,false,true,2,true,false,false,shoulder_overhead; shoulder_press,2,false,false,loaded_carry,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026; ace_kettlebell_study; nsca_loaded_carries,yes,enriched_from_review_queue,Double Overhead Kettlebell Carry,,"Walk upright without trunk lean; prescribe the measured distance or duration, never a stored pace. Evidence: acsm_resistance_2002, acsm_resistance_2026, ace_kettlebell_study, nsca_loaded_carries."
359,kettlebell_rack_carry,Kettlebell Rack Carry,Kettlebell Rack Carry,Kettlebell Rack Carry,movement,weights,strength; weights,strength,,,Kettlebell,forearms; abs; obliques; neckTraps; glutes,carry,resistance_isometric,carry,4,30,metres,90,false,true,2,true,false,false,,2,false,false,loaded_carry,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026; ace_kettlebell_study; ikmf_kettlebell_rules; nsca_loaded_carries,yes,enriched_from_review_queue,Kettlebell Rack Carry,,"Walk upright without trunk lean; prescribe the measured distance or duration, never a stored pace. Evidence: acsm_resistance_2002, acsm_resistance_2026, ace_kettlebell_study, ikmf_kettlebell_rules, nsca_loaded_carries."
360,kettlebell_farmers_walk,Kettlebell Farmer's Walk,Kettlebell Farmer's Walk,Kettlebell Farmer's Walk,movement,weights,strength; hiit; weights,strength; hyrox; conditioning,,,Kettlebell,forearms; abs; obliques; neckTraps; glutes,carry,resistance_isometric,carry,4,30,metres,90,false,true,2,true,false,false,,2,false,false,loaded_carry,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026; ace_kettlebell_study; nsca_loaded_carries,yes,enriched_from_review_queue,Kettlebell Farmer's Walk,,"Walk upright without trunk lean; prescribe the measured distance or duration, never a stored pace. Evidence: acsm_resistance_2002, acsm_resistance_2026, ace_kettlebell_study, nsca_loaded_carries."
361,kettlebell_cross_body_carry,Kettlebell Cross-Body Carry,Kettlebell Cross-Body Carry,Kettlebell Cross-Body Carry,movement,weights,strength; weights,strength,,,Kettlebell,forearms; abs; obliques; neckTraps; glutes,carry,resistance_isometric,carry,4,30,metres,90,true,true,2,true,false,false,,2,false,false,loaded_carry,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026; ace_kettlebell_study; nsca_loaded_carries,yes,enriched_from_review_queue,Kettlebell Cross-Body Carry,,"Walk upright without trunk lean; prescribe the measured distance or duration, never a stored pace. Evidence: acsm_resistance_2002, acsm_resistance_2026, ace_kettlebell_study, nsca_loaded_carries."
362,kettlebell_crush_grip_push_up,Kettlebell Crush-Grip Push-up,Kettlebell Crush-Grip Push-up,Kettlebell Crush-Grip Push-up,movement,weights,strength; weights,strength,,,Kettlebell,chest; triceps; frontDelts,horizontal_push,resistance_dynamic,tempo_reps,4,9,reps,60,false,true,2,true,false,false,shoulder_press; wrist,2,false,true,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026; ace_kettlebell_study,yes,enriched_from_review_queue,Kettlebell Crush-Grip Push-up,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026, ace_kettlebell_study."
363,kettlebell_push_up_to_row,Kettlebell Push-up to Row,Kettlebell Push-up to Row,Kettlebell Push-up to Row,movement,weights,crossfit; strength; hiit; weights,strength; crossfit,,,Kettlebell,lats; chest; biceps; triceps,conditioning,resistance_dynamic,tempo_reps,4,9,reps,60,false,true,2,true,false,false,shoulder_press; wrist,2,false,true,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026; ace_kettlebell_study,yes,enriched_from_review_queue,Kettlebell Push-up to Row,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026, ace_kettlebell_study."
364,kettlebell_pullover,Kettlebell Pullover,Kettlebell Pullover,Kettlebell Pullover,movement,weights,strength; weights,strength,,,Kettlebell,lats; chest; triceps,vertical_pull,resistance_dynamic,tempo_reps,3,9,reps,60,false,true,2,true,false,false,elbow; shoulder_overhead,2,false,true,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026; ace_kettlebell_study,yes,enriched_from_review_queue,Kettlebell Pullover,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026, ace_kettlebell_study."
365,kettlebell_russian_twist,Kettlebell Russian Twist,Kettlebell Russian Twist,Kettlebell Russian Twist,movement,weights,strength; weights,strength,,,Kettlebell,obliques; abs; glutes,core_anti_rotation,resistance_dynamic,tempo_reps,3,12,reps,60,false,true,2,true,false,false,,2,false,true,core_braced,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026; ace_kettlebell_study,yes,enriched_from_review_queue,Kettlebell Russian Twist,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026, ace_kettlebell_study."
366,kettlebell_side_bend,Kettlebell Side Bend,Kettlebell Side Bend,Kettlebell Side Bend,movement,weights,strength; weights,strength,,,Kettlebell,obliques; abs; glutes,core_anti_lateral_flexion,resistance_dynamic,tempo_reps,3,12,reps,60,true,true,2,true,false,false,,2,false,true,core_braced,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026; ace_kettlebell_study,yes,enriched_from_review_queue,Kettlebell Side Bend,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026, ace_kettlebell_study."
367,kettlebell_dead_bug,Kettlebell Dead Bug,Kettlebell Dead Bug,Kettlebell Dead Bug,movement,weights,strength; weights,strength,,,Kettlebell,abs; obliques,core_anti_extension,resistance_dynamic,tempo_reps,3,12,reps,60,false,true,2,true,false,false,,2,false,true,core_braced,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026; ace_kettlebell_study,yes,enriched_from_review_queue,Kettlebell Dead Bug,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026, ace_kettlebell_study."
368,kettlebell_hollow_body_hold,Kettlebell Hollow Body Hold,Kettlebell Hollow Body Hold,Kettlebell Hollow Body Hold,movement,weights,strength; weights,strength,,,Kettlebell,abs; obliques,core_anti_extension,resistance_isometric,hold,4,23,seconds,60,false,true,2,true,false,false,,2,false,false,core_braced,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026; ace_kettlebell_study,yes,enriched_from_review_queue,Kettlebell Hollow Body Hold,,"Hold with continuous breathing and end the set when position changes. Evidence: acsm_resistance_2002, acsm_resistance_2026, ace_kettlebell_study."
369,kettlebell_sit_up,Kettlebell Sit-up,Kettlebell Sit-up,Kettlebell Sit-up,movement,weights,strength; weights,strength,,,Kettlebell,abs; obliques,core_flexion,resistance_dynamic,tempo_reps,3,12,reps,60,false,true,2,true,false,false,,2,false,true,core_braced,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026; ace_kettlebell_study,yes,enriched_from_review_queue,Kettlebell Sit-up,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026, ace_kettlebell_study."
370,kettlebell_v_up,Kettlebell V-Up,Kettlebell V-Up,Kettlebell V-Up,movement,weights,strength; weights,strength,,,Kettlebell,abs; obliques,core_flexion,resistance_dynamic,tempo_reps,3,12,reps,60,false,true,2,true,false,false,,2,false,true,core_braced,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026; ace_kettlebell_study,yes,enriched_from_review_queue,Kettlebell V-Up,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026, ace_kettlebell_study."
371,kettlebell_woodchopper,Kettlebell Woodchopper,Kettlebell Woodchopper,Kettlebell Woodchopper,movement,weights,strength; weights,strength,,,Kettlebell,obliques; abs; glutes,core_anti_rotation,resistance_dynamic,tempo_reps,4,12,reps,60,false,true,2,true,false,false,,2,false,true,core_braced,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026; ace_kettlebell_study,yes,enriched_from_review_queue,Kettlebell Woodchopper,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026, ace_kettlebell_study."
372,kettlebell_slasher_to_halo,Kettlebell Slasher-to-Halo,Kettlebell Slasher-to-Halo,Kettlebell Slasher-to-Halo,movement,weights,strength; weights,strength,,,Kettlebell,abs; obliques,core_flexion,resistance_dynamic,tempo_reps,4,12,reps,60,false,true,2,true,false,false,,2,false,true,core_braced,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026; ace_kettlebell_study,yes,enriched_from_review_queue,Kettlebell Slasher-to-Halo,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026, ace_kettlebell_study."
373,kettlebell_armbar,Kettlebell Armbar,Kettlebell Armbar,Kettlebell Armbar,movement,weights,mobility; weights,mobility,,,Kettlebell,lats,mobility,mobility_drill,quality,2,20,seconds,15,false,true,2,true,false,false,shoulder_overhead,3,false,false,standard_compound,internally_reviewed,aha_flexibility; ace_kettlebell_study,yes,enriched_from_review_queue,Kettlebell Armbar,,"Move slowly into a comfortable, pain-free range; hold 10–30 seconds and never bounce. Evidence: aha_flexibility, ace_kettlebell_study."
374,kettlebell_surrender,Kettlebell Surrender,Kettlebell Surrender,Kettlebell Surrender,movement,weights,strength; weights,strength,,,Kettlebell,chest; upperBack; abs; glutes; quads; obliques,conditioning,resistance_dynamic,tempo_reps,4,9,reps,60,false,true,2,true,false,false,,2,false,true,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026; ace_kettlebell_study,yes,enriched_from_review_queue,Kettlebell Surrender,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026, ace_kettlebell_study."
375,kettlebell_deck_squat,Kettlebell Deck Squat,Kettlebell Deck Squat,Kettlebell Deck Squat,movement,weights,strength; weights,strength,,,Kettlebell,quads; glutes; hamstrings; adductors,squat,resistance_dynamic,quality_reps,4,5,reps,120,false,true,2,true,false,false,knee_deep_flexion,4,false,false,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026; ace_kettlebell_study; ace_kettlebell_swing,yes,enriched_from_review_queue,Kettlebell Deck Squat,,"Explosive quality repetitions: no artificial lifting cadence; stop when speed, catch or fixation changes. Evidence: acsm_resistance_2002, acsm_resistance_2026, ace_kettlebell_study, ace_kettlebell_swing."
376,kettlebell_man_maker,Kettlebell Man Maker,Kettlebell Man Maker,Kettlebell Man Maker,movement,weights,crossfit; strength; hiit; weights,strength; crossfit,,,Kettlebell,chest; upperBack; abs; glutes; quads; obliques,conditioning,resistance_dynamic,tempo_reps,4,9,reps,150,false,true,2,true,false,false,,4,false,true,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026; ace_kettlebell_study,yes,enriched_from_review_queue,Kettlebell Man Maker,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026, ace_kettlebell_study."
377,split_squat_jump,Split Squat Jump,Split Squat Jump,Split Squat Jump,movement,hiit,hiit,conditioning,,,Bodyweight,quads; glutes; hamstrings,lunge,plyometric,contacts,4,4,reps,60,true,false,0,true,false,false,ankle_impact; knee_deep_flexion; knee_impact,3,false,false,standard_compound,internally_reviewed,nsca_plyometric,yes,enriched_from_review_queue,Split Squat Jump,,Count crisp contacts only; use full recovery and stop when landing position or rebound quality changes. Evidence: nsca_plyometric.
378,jumping_lunge,Jumping Lunge,Jumping Lunge,Jumping Lunge,movement,hiit,hiit,conditioning,,,Bodyweight,quads; glutes; hamstrings,lunge,plyometric,contacts,4,4,reps,60,false,false,0,true,false,false,ankle_impact; knee_deep_flexion; knee_impact,3,false,false,standard_compound,internally_reviewed,nsca_plyometric,yes,enriched_from_review_queue,Jumping Lunge,,Count crisp contacts only; use full recovery and stop when landing position or rebound quality changes. Evidence: nsca_plyometric.
379,box_step_up_bodyweight,Box Step-up (Bodyweight),Box Step-up (Bodyweight),Box Step-up (Bodyweight),movement,strength,strength,strength,,,Bodyweight,quads; glutes; hamstrings,lunge,resistance_dynamic,tempo_reps,4,9,reps,90,true,false,0,true,false,false,knee_deep_flexion,2,false,true,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Box Step-up (Bodyweight),,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026."
380,curtsy_lunge_bodyweight,Curtsy Lunge (Bodyweight),Curtsy Lunge (Bodyweight),Curtsy Lunge (Bodyweight),movement,strength,strength,strength,,,Bodyweight,quads; glutes; hamstrings,lunge,resistance_dynamic,tempo_reps,4,9,reps,90,true,false,0,true,false,false,knee_deep_flexion,2,false,true,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Curtsy Lunge (Bodyweight),,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026."
381,single_leg_box_squat,Single-leg Box Squat,Single-leg Box Squat,Single-leg Box Squat,movement,calisthenics,strength; calisthenics,strength; calisthenics,,,Bodyweight,quads; glutes; hamstrings; adductors,squat,resistance_dynamic,tempo_reps,4,9,reps,90,true,false,0,true,false,false,knee_deep_flexion,2,false,true,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026; crossfit_gymnastics_guide,yes,enriched_from_review_queue,Single-leg Box Squat,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026, crossfit_gymnastics_guide."
382,assisted_pistol_squat,Assisted Pistol Squat,Assisted Pistol Squat,Assisted Pistol Squat,movement,calisthenics,strength; calisthenics,strength; calisthenics,,,Bodyweight,quads; glutes; hamstrings; adductors,squat,resistance_dynamic,tempo_reps,4,9,reps,90,false,false,0,true,false,false,knee_deep_flexion,2,false,true,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026; crossfit_gymnastics_guide,yes,enriched_from_review_queue,Assisted Pistol Squat,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026, crossfit_gymnastics_guide."
383,jumping_pistol_squat,Jumping Pistol Squat,Jumping Pistol Squat,Jumping Pistol Squat,movement,calisthenics,calisthenics; hiit,conditioning; calisthenics,,,Bodyweight,quads; glutes; hamstrings; adductors,squat,plyometric,contacts,4,4,reps,60,false,false,0,true,false,false,ankle_impact; knee_deep_flexion; knee_impact,4,false,false,standard_compound,internally_reviewed,nsca_plyometric; crossfit_gymnastics_guide,yes,enriched_from_review_queue,Jumping Pistol Squat,,"Count crisp contacts only; use full recovery and stop when landing position or rebound quality changes. Evidence: nsca_plyometric, crossfit_gymnastics_guide."
384,sissy_squat_unloaded,Sissy Squat (Unloaded),Sissy Squat (Unloaded),Sissy Squat (Unloaded),movement,strength,strength,strength,,,Bodyweight,quads; glutes; hamstrings; adductors,squat,resistance_dynamic,tempo_reps,4,9,reps,90,false,false,0,true,false,false,knee_deep_flexion,2,false,true,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Sissy Squat (Unloaded),,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026."
385,glute_ham_walkout,Glute-Ham Walkout,Glute-Ham Walkout,Glute-Ham Walkout,movement,strength,strength,strength,,,Bodyweight,hamstrings; glutes; lowerBack; abs; obliques,hip_hinge,resistance_dynamic,tempo_reps,4,9,reps,90,false,false,0,true,false,false,lumbar_flexion,2,false,true,hamstring_eccentric,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Glute-Ham Walkout,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026."
386,hip_thrust_bodyweight,Hip Thrust (Bodyweight),Hip Thrust (Bodyweight),Hip Thrust (Bodyweight),movement,strength,strength,strength,,,Bodyweight,hamstrings; glutes; lowerBack; abs; obliques,hip_hinge,resistance_dynamic,tempo_reps,4,9,reps,90,false,false,0,true,false,false,lumbar_flexion,2,false,true,glute_lockout,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Hip Thrust (Bodyweight),,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026."
387,single_leg_hip_thrust_bodyweight,Single-leg Hip Thrust (Bodyweight),Single-leg Hip Thrust (Bodyweight),Single-leg Hip Thrust (Bodyweight),movement,strength,strength,strength,,,Bodyweight,hamstrings; glutes; lowerBack; abs; obliques,hip_hinge,resistance_dynamic,tempo_reps,4,9,reps,90,true,false,0,true,false,false,lumbar_flexion,2,false,true,glute_lockout,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Single-leg Hip Thrust (Bodyweight),,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026."
388,reverse_lunge_to_knee_drive,Reverse Lunge to Knee Drive,Reverse Lunge to Knee Drive,Reverse Lunge to Knee Drive,movement,hiit,hiit,conditioning,,,Bodyweight,quads; glutes; hamstrings,lunge,conditioning_complex,interval,4,30,seconds,60,true,false,0,true,false,false,knee_deep_flexion,2,false,false,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Reverse Lunge to Knee Drive,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026."
389,step_back_lunge_with_twist,Step-back Lunge with Twist,Step-back Lunge with Twist,Step-back Lunge with Twist,movement,hiit,hiit,conditioning,,,Bodyweight,quads; glutes; hamstrings,lunge,conditioning_complex,interval,4,30,seconds,60,false,false,0,true,false,false,knee_deep_flexion,2,false,false,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Step-back Lunge with Twist,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026."
390,lateral_step_up,Lateral Step-up,Lateral Step-up,Lateral Step-up,movement,strength,strength,strength,,,Bodyweight,quads; glutes; hamstrings,lunge,resistance_dynamic,tempo_reps,4,9,reps,90,true,false,0,true,false,false,knee_deep_flexion,2,false,true,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Lateral Step-up,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026."
391,calf_raise_on_step,Calf Raise on Step,Calf Raise on Step,Calf Raise on Step,movement,strength,strength,strength,,,Bodyweight,calves,isolation_lower,resistance_dynamic,tempo_reps,3,12,reps,60,false,false,0,true,false,false,,2,false,true,single_joint,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Calf Raise on Step,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026."
392,donkey_calf_raise,Donkey Calf Raise,Donkey Calf Raise,Donkey Calf Raise,movement,strength,strength,strength,,,Bodyweight,calves,isolation_lower,resistance_dynamic,tempo_reps,3,12,reps,60,false,false,0,true,false,false,,2,false,true,single_joint,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Donkey Calf Raise,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026."
393,wall_calf_raise,Wall Calf Raise,Wall Calf Raise,Wall Calf Raise,movement,strength,strength,strength,,,Bodyweight,calves,isolation_lower,resistance_dynamic,tempo_reps,3,12,reps,60,false,false,0,true,false,false,,2,false,true,single_joint,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Wall Calf Raise,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026."
